COMUN:RESPUESTA11|11) ¿Qué es una amonestación? \nEs un llamado de atención y es la forma de establecer  responsabildades y dejar constancia de manera escrita sobre una falta cometida por un trabajador, debido al incumplimiento de los deberes u obligaciones derivados de su relación de trabajo. \nProcedimiento: Pedir asesoría a la Gerencia de Relaciones Laborales para documentar el hecho y participar al trabajador. \nÁrea: Relaciones Laborales \nTema: Amonestaciones \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor y Gerencia de Relaciones Laborales \nFormato / Documentos / Leyes involucradas: Carta modelo de llamado de atención / LOTTT y reglamento \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA12|12) ¿Cuándo se amonesta a un trabajador? \nInmediatamente luego de haber cometido el hecho que origina la falta. \nProcedimiento: Pedir asesoría a la Gerencia de Relaciones Laborales para documentar el hecho y participar al trabajador. \nÁrea: Relaciones Laborales \nTema: Amonestaciones \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor y Gerencia de Relaciones Laborales \nFormato / Documentos / Leyes involucradas: Amonestación / LOTTT y reglamento \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA13|13) ¿Cómo hacer un llamado de atención y cuál es su importancia? \nMediante una amonestación escrita dirigida al trabajador. Este documento sirve como medio de prueba en caso de calificación de despido. \nProcedimiento: Cuando el trabajador incurre en una falta u omisión, el supervisor debe comunicarse con el área de Relaciones laborales para que le entregue el formato de amonestación. El supervisor entrega 2 ejemplares al trabajador para que devuelva uno firmado con el objeto de registrarlo en su expediente. \nÁrea: Relaciones Laborales \nTema: Amonestaciones \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor y Relaciones Laborales \nFormato / Documentos / Leyes involucradas: Amonestación / LOTTT y reglamento \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA14|14)  ¿Debe hacerse seguimiento a las amonestaciones? \nSi, porque permite establecer la posibilidad de aperturar un procedimiento administrativo de calificación de falta al trabajador. \nProcedimiento: El Supervisor debe llevar un expediente interno por cada supervisado, en el cual deja constancia de las actuaciones del trabajador. \nÁrea: Relaciones Laborales \nTema: Amonestaciones \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: LOTTT y Reglamento \n
COMUN:RESPUESTA15|15) ¿Cuántos llamados de atención pueden realizarse a una misma persona para calificársele? \nDependerá del hecho cometido por el trabajador. Hasta tres (3) para ausencias injustificadas, cuatro (4) por incumplimiento de horario de trabajo en el transcurso de un mes y uno (1) para otros hechos establecidos en el Ar. 79 de la LOTTT. \nProcedimiento: Pedir asesoría a la Gerencia de Relaciones Laborales para documentar el hecho y participar al trabajador. \nÁrea: Relaciones Laborales \nTema: Amonestaciones \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: Carta modelo de llamado de atención / LOTTT y reglamento \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA16|16) ¿Qué hacer frente a la negativa de un trabajador de recibir el llamado de atención? \nSe debe dejar constancia de su negativa en el mismo escrito de llamado de atención. \nProcedimiento: Pedir asesoría a la Gerencia de Relaciones Laborales para documentar el hecho. El  llamado de atención debe ser suscrito por dos (2) testigos que sean trabajadores del mismo departamento y que desempeñen igual cargo que el del trabajador notificado. \nÁrea: Relaciones Laborales \nTema: Amonestaciones \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: Carta modelo de llamado de atención / LOTTT y reglamento \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA17|17) ¿Se puede despedir de forma justificada a un trabajador? \nSí, pero antes deberá contactar a la Gerencia de Relaciones Laborales para preparar el caso, ya que la LOTTT establece una serie de limitaciones al despido. \nProcedimiento: Pedir asesoría a la Gerencia de Relaciones Laborales para preparar el caso. \nÁrea: Relaciones Laborales \nTema: Despidos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor y Gerencia de Relaciones Laborales \nFormato / Documentos / Leyes involucradas: LOTTT \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA18|18) ¿Cuáles son las causales para que proceda la solicitud de un despido justificado? \nTodas aquellas que estan referidas  en el art. 79 de la LOTTT: Falta de probidad (honradez, honestidad, integridad o rectitud). Vías de hecho, salvo en legítima defensa. Todo acto inmoral que ofenda al patrono o algún miembro de su familia que vivan con él. Omisiones o imprudencias que afecten la seguridad o higiene del trabajo. Inasistencia injustificada al trabajo durante tres (3) días hábiles en el período de un mes. Daños causado intencionalmente o con negligencia grave a mobiliarios, máquinas, herramientas, útiles de trabajo, materias primas, productos elaborados y terminados. Revelación de datos y secretos de manufactura, fabricación o procedimiento. Abandono del trabajo, como: a) La salida intempestiva e injustificada del trabajador durante las horas laborales sin permiso del patrono. b) La negativa de trabajar en las tareas a la que fue contratado, no se considerará abandono del trabajo, la negativa de trabajar en una labor que sea peligrosa y grave para su vida o su salud. c) La falta injustificada de asistencia del trabajador que tuviere a su cargo alguna tarea o máquina, cuando esta falta signifique una perturbación en la marcha del proceso productivo, la prestación del servicio o la ejecución de la obra. \nProcedimiento: Pedir asesoría a la Gerencia de Relaciones Laborales para preparar el caso. \nÁrea: Relaciones Laborales \nTema: Despidos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor y Gerencia de Relaciones Laborales \nToma de decisión: Supervisor y Gerencia de Relaciones Laborales \nFormato / Documentos / Leyes involucradas: LOTTT \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA19|19) ¿Qué debo hacer en caso de duda sobre la aplicación o interpretación de una normativa laboral? \nDeberá comunicarse con la Gerencia de Relaciones Laborales, solicitando la opinión o alcance de la norma, en el caso particular. \nÁrea: Relaciones Laborales \nTema: Interpretaciones legales \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Gerencia de Relaciones Laborales \nFormato / Documentos / Leyes involucradas: Legislación laboral \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA20|20) ¿Cuándo debe la empresa dotar de uniformes al personal? \nAl ingreso del trabajador y en los momentos indicados en las diferentes Convenciones Colectivas. \nProcedimiento: Al ingresar, la Gerencia de Captación y Desarrollo envía correo a Almacén con la identificación de la persona y cargo a ocupar. En los períodos indicados en la convención colectiva lo realiza sólo Almacén. \nÁrea: Relaciones Laborales \nTema: Dotación de uniformes \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: captación y almacen \nToma de decisión: captacion y almacen \nFormato / Documentos / Leyes involucradas: CONVENCIÓN COLECTIVA Y COMUNICACIÓN INTERNA \n
DEU_OB:RESPUESTA21|21)  ¿A quiénes se les debe dotar de uniformes? \nA todos los trabajadores amparados por las respectivas Convenciones Colectivas. \nÁrea: Relaciones Laborales \nTema: Dotación de uniformes \nEmpresa: Diario El Universal, FAM, Publika XXI \n
DEU_EDIT:RESPUESTA21|21)  ¿A quiénes se les debe dotar de uniformes? \nA todos los trabajadores amparados por las respectivas Convenciones Colectivas. \nÁrea: Relaciones Laborales \nTema: Dotación de uniformes \nEmpresa: Diario El Universal, FAM, Publika XXI \n
DEU_EM:RESPUESTA22|22)  ¿A quiénes se les debe dotar de uniformes? \nMensajero Cobrador, Fotógrafo Site, Supervisor de Limpieza, Auxiliar de Almacén, Auxiliar de Devoluciones, Jefe de Almacén, Coordinador de Almacén y Despacho, Coordinador de Tráfico Nocturno, Asesor Comercial, Apoyo Operativo, Auxiliar de Servicios de Apoyo, Auxiliar de Atención al Cliente Digital.

 \nÁrea: Relaciones Laborales \nTema: Dotación de uniformes \nEmpresa: Diario El Universal, Publica XXI \n
COMUN:RESPUESTA23|23) ¿Qué debe solicitarse al trabajador de reposo? \nSi el reposo es por más de tres (3) días, el reposo validado por el SSO. Si el reposo es por tres (3) días o menos, el comprobante de reposo. Si el reposo es igual o mayor a cincuenta y dos (52) semanas, debe presentar adicionalmente el informe médico. \nProcedimiento: Solicitar al trabajador el original del comprobante emitido por el SSO o el médico tratante, según sea el caso, e inmediatamente entregarlo a la Gerencia de Administración de Gestión Humana. \nÁrea: Relaciones Laborales \nTema: Reposos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: Forma 14-73,  Ley del Seguro Social y reglamento. \n¿Dónde ubicarlo?: Médico tratante / IVSS según sea el caso.
COMUN:RESPUESTA24|24) ¿En cuánto tiempo debe el trabajador presentar el reposo? \nDentro de las 72 Horas siguientes a la fecha de emisión del reposo. \nProcedimiento: Para reposos mayores a tres (3) días, el trabajador debe consignar al supervisor inmediato la forma 14-73 si ya la posee o copia del reposo a ser convalidado, siendo indispensable la entrega de la forma 14-73 apenas la tenga disponible. Para reposo de tres (3) días o menos, el trabajador sólo deberá consignar el reposo del médico tratante. \nÁrea: Relaciones Laborales \nTema: Reposos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: Forma 14-73,  Ley del Seguro Social y reglamento. \n¿Dónde ubicarlo?: Médico tratante / IVSS según sea el caso.
COMUN:RESPUESTA25|25) ¿Cuáles son los reposos que deben ser convalidados en el Seguro Social? \nReposos con período de duración mayores a tres (3) días continuos, que sean emitidos por médicos privados o instituciones públicas distintas al IVSS. \nProcedimiento: Para reposos mayores a tres (3) días, el trabajador debe acudir con el original del reposo al IVSS para obtener la forma 14-73 y luego debe entregar la validación a su supervisor inmediato. \nÁrea: Relaciones Laborales \nTema: Reposos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Trabajador \nToma de decisión: Trabajador \nFormato / Documentos / Leyes involucradas: Forma 14-73, Ley del Seguro Social \n¿Dónde ubicarlo?: IVSS
COMUN:RESPUESTA26|26) ¿Se puede recibir un reposo de médico privado menor o igual a tres (3) días?  \nSi, ya que por ese tiempo de reposo no amerita ser convalidado en el SSO, pero si amerita ser entregado a la Gerencia de Administración de Gestión Humana. \nProcedimiento: Solicitar al trabajador el reposo original del médico particular e inmediatamente entregar a la Gerencia de Administración de Gestión Humana. \nÁrea: Relaciones Laborales \nTema: Reposos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: Reposo \n¿Dónde ubicarlo?: Trabajador
COMUN:RESPUESTA27|27) ¿Qué debo hacer con el reposo del trabajador? \nRemitirlo a la Gerencia de Administración de Gestión Humana \nProcedimiento: Inmediatamente al recibir el reposo por parte del trabajador, debe entregarse a la Gerencia de Administración de Gestión Humana. \nÁrea: Relaciones Laborales \nTema: Reposos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \n
COMUN:RESPUESTA28|28) ¿Qué hacer si un trabajador ha permanecido en reposo prolongado por un lapso igual a cincuenta y dos (52) semanas?  \nSolicitar inmediatamente a la Gerencia de Relaciones Laborales. \nProcedimiento: Informar a la Gerencia de Relaciones Laborales que el trabajador alcanzó las cincuenta y dos (52) semanas de reposo, para que solicite al trabajador por escrito informe médico. \nÁrea: Relaciones Laborales \nTema: Reposos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor y Gerencia de Relaciones Laborales \nFormato / Documentos / Leyes involucradas: Ley del SSO y reglamento \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA29|29) ¿Qué debe hacer el supervisor ante un trabajador que se presenta a la empresa bajo los efectos del alcohol y/o sustancias estupefacientes? \nAlertar a la Gerencia de Relaciones Laborales sobre la situación. \nProcedimiento: Informar inmediatamente a la Gerencia de Relaciones Laborales, quienes indicarán las medidas a ser aplicadas en cada caso. \nÁrea: Relaciones Laborales \nTema: Alcohol y drogas \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor y Gerencia de Relaciones Laborales \nFormato / Documentos / Leyes involucradas: Legislación laboral \n¿Dónde ubicarlo?: Gerencia de Relaciones Laborales
COMUN:RESPUESTA30|30) ¿Qué hacer en caso de ocurrencia de un accidente de trabajo a un trabajador supervisado? \nEn cuanto a atención médica, encargarse de la situación, acompañar al trabajador a la clínica y de requerirse dinero solicitarlo a la caja chica. Solicitar traslado si es requerido. Notificar inmediatamente al área de SSA. \nProcedimiento: Una vez enterado sobre el accidente de trabajo (lesión personal), verificar la información y encargarse de la situación con el apoyo y asesoría del área de SSA. Acompañar al trabajador lesionado o enfermo a la clínica, o en su defecto, designar a otra persona para que lo acompañe. Tanto el trabajador lesionado como el acompañante deben llevar el carné de la empresa y la cédula de identidad. De ser necesario, notificar el accidente a los familiares. En caso de requerir dinero para cubrir gastos no cubiertos al momento por la clínica o por la póliza de HCM, comunicarse con la sala de control de la Gerencia de Prevención y Control de Pérdidas (Ext. 100, 0212-5052100 o 0212-5637544) para solicitar dinero de la Caja Chica. En caso de requerir traslado, solicitar la autorización al área de SSA a través del código 89694 (0424-1046372).
 \nÁrea: Seguridad, Salud y Ambiente \nTema: Accidentes de trabajo y enfermedades ocupacionales \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: LOPCYMAT y su Reglamento Parcial \n¿Dónde ubicarlo?: Outlook/ Carpetas públicas/Seguridad, Salud y Ambiente/Normas y Procedimientos, o
área de SSA
COMUN:RESPUESTA31|31) ¿Qué hacer para notificar un accidente de trabajo? \nNotificar de inmediato al área de SSA y suministrarle la información para hacer la declaración al INPSASEL, de acuerdo al procedimiento indicado. Como supervisor, participa en la investigación del accidente. \nProcedimiento: Recabar inmediatamente toda la información del Anexo “A” del Procedimiento VRH-33-P-005, Versión 1 del 28-11-2011. Notificarle de inmediato el accidente al área de SSA con carácter obligatorio y de urgencia, suministrándole por el teléfono 0424-1046372 (código interno 89694) y/o personalmente, la información del Anexo A. Notificarle el accidente a su Supervisor inmediato. Suministrarle al área de SSA, dentro de las doce (12) horas de ocurrido el accidente, toda la información del Anexo “B” del Procedimiento VRH-33-P-005, Versión 1 del 28-11-2011. Entregar copia del informe y/o reposo médico al área de SSA dentro de las doce (12) horas de ocurrido el accidente. En caso de accidente de tránsito, entregar copia del expediente o documento de actuación de Tránsito al área de SSA. Entregar los reposos médicos a la Gerencia de Gestión Humana participando que es un accidente de trabajo. En cuanto a la investigación, participar activamente como Líder del Comité de Investigación; además en la inspección de investigación que realicen los Funcionarios del INPSASEL. Velar porque se cumplan las recomendaciones y ordenamientos que emita el INPSASEL. \nÁrea: Seguridad, Salud y Ambiente \nTema: Accidentes de trabajo y enfermedades ocupacionales \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: LOPCYMAT y su Reglamento Parcial \n¿Dónde ubicarlo?: Outlook/ Carpetas públicas/Seguridad, Salud y Ambiente/Normas y Procedimientos, o
área de SSA
COMUN:RESPUESTA32|32) ¿Qué hacer en caso de una presunta enfermedad ocupacional de un trabajador supervisado? \nInformar al área de SSA suministrando los documentos relacionados con la presunta enfermedad ocupacional. \nProcedimiento: Informar la situación al área de SSA tan pronto como sospeche de una presunta enfermedad ocupacional de uno de sus trabajadores, o cuando uno de estos le notifique acerca de la presunta enfermedad y le entregue los informes médicos y de diagnóstico. Entregar al área de SSA copia de los informes médicos y de diagnóstico una vez que los reciba. Entregar el(los) reposo(s) médico(s) a Administración de Gestión Humana, participando que corresponden a una presunta enfermedad ocupacional. Involucrarse y participar en el proceso de declaración e investigación de la enfermedad ocupacional de su supervisado. Entregar al área de SSA la información requerida para la declaración de la enfermedad ocupacional al INPSASEL.
 \nÁrea: Seguridad, Salud y Ambiente \nTema: Accidentes de trabajo y enfermedades ocupacionales \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: SSA \nFormato / Documentos / Leyes involucradas: LOPCYMAT y su Reglamento Parcial \n¿Dónde ubicarlo?: Outlook/ Carpetas públicas/Seguridad, Salud y Ambiente/Normas y Procedimientos, o
área de SSA
COMUN:RESPUESTA33|33) ¿Qué hacer con los reposos generados por un accidente de trabajo o enfermedad ocupacional? \nRecibir los reposos, verificar la información y entregarlos al área de SSA y/o a Administración de Gestión Humana. \nProcedimiento: Recibir el reposo médico del trabajador y verificar el origen (privado, público o sistema de salud de la Empresa), que todos los datos estén completos, así como el resto de la información relacionada contenida en la forma 14-73 del IVSS o en el formato del Centro Asistencial público o privado. Verificar si el reposo se relaciona con enfermedad común, accidente de trabajo, accidente no relacionado con el trabajo o enfermedad ocupacional declarada. Notificar al área de SSA mediante la entrega de una copia, cuando el reposo esté relacionado con un accidente de trabajo, o una enfermedad ocupacional declarada, o cuando sospeche sea de una presunta enfermedad ocupacional. Remitir o entregar el reposo médico a la Gerencia de Administración de Gestión Humana para procesamiento y archivo. Mantener seguimiento al lapso de ausentismo del trabajador por el reposo médico y a la fecha de reincorporación al puesto de trabajo. Recibir y manejar las extensiones de los reposos médicos. \nÁrea: Seguridad, Salud y Ambiente \nTema: Accidentes de trabajo y enfermedades ocupacionales \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: Forma 14-73 y/o reposo médico \n¿Dónde ubicarlo?: Outlook/ Carpetas públicas/Seguridad, Salud y Ambiente/Normas y Procedimientos, o
área de SSA
COMUN:RESPUESTA34|34) ¿Qué hacer como miembros del Comité de Seguridad y Salud Laboral en representación de la Empresa? \nFamiliarizarse con las leyes relacionadas, establecer estrategias antes de las reuniones, asistir a las reuniones y cumplir con las funciones asignadas. \nProcedimiento: Leer, consultar y familiarizarse con la LOPCYMAT, con el reglamento parcial de la LOPCYMAT y con los estatutos internos del Comité. Consultar previo a la reunión del Comité, con las vicepresidencias y gerencias, incluida el área de SSA, sobre las estrategias a seguir en las reuniones ante los planteamientos de los delegados de prevención. Asistir con carácter obligatorio, a las reuniones del Comité, participando con voz y voto en las mismas. Cumplir con las funciones asignadas como miembro del Comité (Coordinador o Director de Debate; Secretario o Relator; o Vocal). Coordinar con las gerencias correspondientes, el cumplimiento de los acuerdos establecidos en las reuniones del Comité. Coordinar con el área de SSA y otras, el cumplimiento de los acuerdos y/u ordenamientos emitidos por el INPSASEL.
 \nÁrea: Seguridad, Salud y Ambiente \nTema: Comités de seguridad \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Miembro del Comité de SSL en representación de la empresa \nToma de decisión: Miembro del Comité de SSL en representación de la empresa \nFormato / Documentos / Leyes involucradas: LOPCYMAT y su Reglamento Parcial \n¿Dónde ubicarlo?: área de SSA
COMUN:RESPUESTA35|35) ¿Cuándo y cómo hacer las notificaciones de riesgos a los trabajadores supervisados? \nNotificar los riesgos al ingresar, al cambiar de actividad, al modificar las instalaciones o al asignarle nuevas tareas; mediante la carta y matriz de notificación de riesgos emitida por la Gerencia de Captación y Desarrollo o el área de SSA, según sea el caso. \nProcedimiento: Notificarles directamente los riesgos a todos sus supervisados, con la asesoría técnica del área de SSA, en las siguientes oportunidades:
- Al momento del ingreso a la Empresa.
- Con motivo de transferencia, asignación, promoción, sustitución o cualquier trabajo por tiempo definido en otra instalación y/o puesto de trabajo.
- Al efectuarse modificaciones a las instalaciones o procesos operacionales y/o administrativos.
- Al asignarle nuevas tareas al trabajador.
Al momento de la notificación firmar junto con el trabajador dos (2) originales de la carta y de la matriz de notificación de riesgos, entregarle una carta y una matriz firmadas por ambos al trabajador y la otra carta y matriz al área de SSA. Mantener una copia de la carta de notificación de riesgos de cada uno de sus supervisados. \nÁrea: Seguridad, Salud y Ambiente \nTema: Notificación de riesgos \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: LOPCYMAT y su Reglamento Parcial \n¿Dónde ubicarlo?: Outlook/ Carpetas públicas/Seguridad, Salud y Ambiente/Normas y Procedimientos, o
área de SSA
COMUN:RESPUESTA36|36) ¿Qué hacer cuando en el área de influencia o supervisada se realicen inspecciones de Seguridad, Salud y Ambiente? \nParticipar en la inspección. Coordinar el cumplimiento de las recomendaciones. Llevar control y seguimiento del cumplimiento. \nProcedimiento: Participar en la inspección con el objeto de aportar conocimientos técnicos, operacionales y de las actividades y procesos del área bajo su responsabilidad o supervisión. Cumplir, bien sea ejecutando o gestionando la ejecución de las recomendaciones emitidas por el grupo de inspección. Llevar el control y seguimiento del avance y cumplimiento de las recomendaciones emitidas para su área y presentar estos resultados a su gerencia y al área de SSA, hasta la culminación total de todas las recomendaciones.
 \nÁrea: Seguridad, Salud y Ambiente \nTema: Inspecciones físicas \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: N/A \n¿Dónde ubicarlo?: Outlook/ Carpetas públicas/Seguridad, Salud y Ambiente/Normas y Procedimientos, o
área de SSA
COMUN:RESPUESTA37|37) ¿Qué hacer cuando un trabajador supervisado pertenece a la Brigada de Emergencia o Desalojo o es electo Delegado de Prevención? \nOtorgar los permisos correspondientes y/o licencia remunerada y llevar control de los mismos. \nProcedimiento: Otorgarles a los Brigadistas, Coordinadores de Desalojo y Guías de Desalojo los permisos necesarios para que participen en las sesiones de trabajo y adiestramiento de las Brigadas. Otorgarles a los Delegados de Prevención licencia remunerada (permiso) para el desempeño de sus funciones previstas en la LOPCYMAT, así como para la formación en materia de seguridad y salud en el trabajo, las cuales serán consideradas como parte de la jornada de trabajo. \nÁrea: Seguridad, Salud y Ambiente \nTema: Brigadas de emergencia \nEmpresa: Diario El Universal, FAM, Publika XXI \nResponsable: Supervisor \nToma de decisión: Supervisor \nFormato / Documentos / Leyes involucradas: LOPCYMAT y su Reglamento Parcial \n¿Dónde ubicarlo?: área de SSA
